秖代ら戳	丁	ID	翴	翴	秖代	cell pos.	Target Vpk	Initial Vpk	OD_Rise	OD_fall	Normalized_V	Specific_target	Photo Sensor	放Sensor	放	玻珇	Rise-mean (10-90)	Rise-stdev (10-90)	Fall-mean (10-90)	Fall-stdev (10-90)	Rise-mean (5-95)	Rise-stdev (5-95)	Fall-mean (5-95)	Fall-stdev (5-95)	Vcom	Flicker	Base lv-mean	Top lv-mean	WXT (%)	BXT (%)	WXT_*	BXT_*	Overshooting or not	Overshooting %	獹ΛЮ丁	overshooting_peak	overshooting_top	(RisePeak-top)/top	(FallPeak-base)/base	delta_peak	delta_v	delta_m	c_a	peak	top	HLH_(Peak-Top)	HLH_area
2021/06/10	11:08:29	T108C001NM24	2	ART-R03	21004350	18	4	0.2	4	0.2	0	0	5	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	9.29236	0.114912	6.80353	0.10128	11.9434	0.166245	9.0652	0.136975	0	6.21878e-005	0.00320311	1.9288	-	-	-	-	X	0.111633	0.21625	1.9283	1.92615	-0.139824	47.3006	0.00394375	0.000594915	4.92109e-007	0	0.859943	1.92615	-319382	0.0306529
2021/06/10	11:08:29	NAN	1	ART-R03	21004350	26	4	0.2	4	0.2	0	0	6	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	5.11271	0.0480592	2.54083	0.0098858	6.69756	0.0550812	3.41813	0.0394102	0	0.00148368	0.000762902	0.119862	-	-	-	-	V	2.69058	0.17495	0.123072	0.119847	-0.0295995	-0.117913	0.0025619	0.000299051	6.50277e-006	0.120937	0.970208	0.119847	-12.0985	9.75816e-008
2021/06/10	11:08:30	NAN	1	ART-R03	21004350	25	4	0.2	4	0.2	0	0	7	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	10.2864	0.0750325	2.62078	0.0162619	12.532	0.0376788	3.61024	0.0516386	0	0.00176145	0.00104466	0.102949	-	-	-	-	V	1.35527	0.0581	0.104498	0.103101	-0.144279	-0.10998	0.00425416	0.00120781	5.5806e-006	0.127801	0.854272	0.103101	-12.9945	1.36882e-007
2021/06/10	11:08:57	T108C001NM21	2	ART-R03	21004350	1	4.5	0.2	4.5	0.2	0	0	0	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	7.22184	0.0339551	6.18311	0.0366757	10.5789	0.035426	8.25635	0.044084	0	0.000101973	0.00458768	2.2516	-	-	-	-	X	0.197176	0.18355	2.25425	2.24981	-0.0853923	31.2169	0.00345243	0.000397943	6.67199e-007	0.00353859	0.914433	2.24981	66.286	0.00316677
2021/06/10	11:08:57	T108C001NM27	2	ART-R03	21004350	2	4.5	0.2	4.5	0.2	0	0	1	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	6.86554	0.0509273	5.80865	0.0456823	10.2989	0.0510251	7.74781	0.0591124	0	7.89813e-005	0.00314571	2.07869	-	-	-	-	X	0.181807	0.2001	2.07946	2.07568	-0.0718109	35.0328	0.00330273	0.000364267	6.01096e-007	0.00818622	0.928082	2.07568	30.8687	0.00255695
2021/06/10	11:08:57	T108C001NM2K	1	ART-R03	21004350	10	4.5	0.2	4.5	0.2	0	0	2	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	7.90922	0.392211	6.80184	0.0722307	10.9243	0.0830949	9.03813	0.096449	0	0.000101215	0.00626234	2.49915	-	-	-	-	X	0.234269	0.1253	2.49945	2.49361	-0.0952264	31.6292	0.00358736	0.000485605	6.99294e-007	0.00249849	0.904535	2.49361	54219.3	0.0394246
2021/06/10	11:08:58	T108C001NM2E	1	ART-R03	21004350	9	4.5	0.2	4.5	0.2	0	0	3	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	7.33255	0.0683723	6.37567	0.0632137	10.7155	0.0662287	8.50813	0.0852515	0	9.29134e-005	0.00372454	2.69187	-	-	-	-	X	0.213327	0.10845	2.69167	2.68594	-0.0879109	48.825	0.0034801	0.000473477	6.69884e-007	0.00387041	0.91197	2.68594	21.274	0.00247812
2021/06/10	11:08:58	T108C001NM2X	2	ART-R03	21004350	17	4.5	0.2	4.5	0.2	0	0	4	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	10.3351	0.05789	11.1131	0.0765215	14.6406	0.086801	14.7562	0.097146	0	7.26209e-005	0.00613437	2.69707	-	-	-	-	X	0.0448641	0.12765	2.69913	2.69792	-0.180607	346.422	0.00412261	0.00113894	1.70545e-007	0	0.818982	2.69792	-220724	0.0413226
2021/06/10	11:08:58	T108C001NM24	2	ART-R03	21004350	18	4.5	0.2	4.5	0.2	0	0	5	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	7.45875	0.0751942	6.62712	0.0663564	9.94059	0.0737353	8.81906	0.0802892	0	6.28088e-005	0.00316888	2.08348	-	-	-	-	X	0.384488	0.1495	2.08866	2.08066	-0.0901476	68.0797	0.00340359	0.000296487	1.19091e-005	0	0.909713	2.08066	276.061	0.00236543
2021/06/10	11:08:58	NAN	1	ART-R03	21004350	26	4.5	0.2	4.5	0.2	0	0	6	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	4.74491	0.0240244	2.55299	0.00924133	6.2175	0.0543978	3.48934	0.0258899	0	0.000806022	0.000756244	0.162382	-	-	-	-	V	2.91748	0.20825	0.167024	0.162289	-0.0176173	0.0362003	0.00234482	0.000259199	6.81465e-006	0.130287	0.982304	0.162289	16.2823	2.89155e-007
2021/06/10	11:08:58	NAN	1	ART-R03	21004350	25	4.5	0.2	4.5	0.2	0	0	7	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	8.41687	1.20883	2.73802	0.0106269	11.3919	0.0447966	3.68902	0.0280018	0	0.00103849	0.00103891	0.176555	-	-	-	-	V	1.7413	0.13335	0.179516	0.176443	-0.103132	0.00893769	0.00388548	0.000882127	8.03762e-006	0.11208	0.89626	0.176443	-11.8161	1.95267e-007
2021/06/10	11:09:27	T108C001NM21	2	ART-R03	21004350	1	4.75	0.2	4.75	0.2	0	0	0	Dev3 : USB-TC01_ch0	2066.069	TB2224CL	6.72609	0.0290471	6.12951	0.0211157	10.0109	0.0212012	8.17844	0.0283781	0	0.000129428	0.00462891	2.31333	-	-	-	-	X	0.28376	0.11695	2.31888	2.31232	-0.0699669	30.0678	0.00324647	0.000321305	1.13894e-006	0.000183831	0.929893	2.31232	25.8424	0.00294917
