Data,M_Time,ID,Point,Station,Operator,Voltage,I.Time,AR_T%(¡æ),AR_T%(//),LCM_X%,LCM_Y%,LCM_Z%,RX,RY,RZ,GX,GY,GZ,BX,BY,BZ,WX,WY,WZ,CG%,R_x,R_y,G_x,G_y,B_x,B_y,W_x,W_y,RX_max,GY_max,BZ_max,V_RX_max,V_GY_max,V_BZ_max,WX',WY',WZ',W_x',W_x',LCM_X%max,LCM_Y%max,LCM_Z%max,£p_(Ymax),£p_(Ymax),£p_(Zmax),£p_tol_X,£p_tol_Y,£p_tol_Z,T0/Tmax_X,T0/Tmax_Y,T0/Tmax_Z,Vcri_X,Vcri_Y,Vcri_Z,d£p_X,d£p_Y,d£p_Z,
2021/03/30,16:32:32,T19BR001NP21,1,AOI-03,11067785,8.00,8,0.357295,0.540545,0.639554,0.661357,0.636544,193.1411,101.5745,8.7253,188.8404,365.6556,54.5030,128.1545,52.5128,677.6987,510.1359,519.7429,740.9270,69.1328,0.6365,0.3347,0.3101,0.6004,0.1493,0.0612,0.2881,0.2935,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,534.7571,530.6192,870.6591,0.2762,0.2741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:33,T19BR001NP21,1,AOI-03,11067785,8.40,8,0.373112,0.540545,0.668399,0.690620,0.664525,201.8585,106.1575,9.1127,197.4044,381.6431,56.7412,133.7991,54.7052,707.4641,533.0619,542.5058,773.3179,69.0864,0.6365,0.3347,0.3105,0.6003,0.1493,0.0611,0.2883,0.2934,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,552.0384,551.1898,873.2845,0.2793,0.2789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:34,T19BR001NP21,1,AOI-03,11067785,8.80,8,0.385324,0.540545,0.689668,0.713212,0.683586,208.6023,109.7069,9.3722,203.8799,394.0844,58.6152,137.6255,56.4694,727.7350,550.1078,560.2607,795.7223,69.0684,0.6366,0.3348,0.3105,0.6002,0.1493,0.0613,0.2886,0.2939,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,565.2578,567.1804,875.4181,0.2815,0.2825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:35,T19BR001NP21,1,AOI-03,11067785,9.20,8,0.397801,0.540545,0.712225,0.736293,0.705163,215.8818,113.5251,9.6631,210.3923,406.6789,60.4347,142.0009,58.2490,750.8510,568.2750,578.4530,820.9488,69.0894,0.6367,0.3348,0.3105,0.6003,0.1493,0.0612,0.2888,0.2940,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,579.0497,583.5931,877.5285,0.2838,0.2861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:36,T19BR001NP21,1,AOI-03,11067785,9.60,8,0.407434,0.540545,0.729541,0.754114,0.721555,221.2928,116.3401,9.8901,215.5601,416.3904,61.9316,145.2702,59.6414,768.2516,582.1231,592.3718,840.0734,69.0671,0.6368,0.3348,0.3107,0.6001,0.1493,0.0613,0.2890,0.2940,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,589.6285,596.1196,879.2525,0.2855,0.2887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:37,T19BR001NP21,1,AOI-03,11067785,10.00,8,0.412873,0.540545,0.738504,0.764177,0.728854,224.0343,117.8089,9.9879,218.4935,422.1343,62.5573,146.7769,60.3279,776.0226,589.3047,600.2711,848.5677,69.0828,0.6368,0.3348,0.3107,0.6003,0.1493,0.0614,0.2891,0.2945,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,595.3034,603.3323,879.9759,0.2864,0.2903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:38,T19BR001NP21,1,AOI-03,11067785,10.40,8,0.419536,0.540545,0.750708,0.776498,0.740033,228.0619,119.9154,10.1435,222.0273,428.7297,63.5588,149.0063,61.2560,787.8727,599.0955,609.9011,861.5750,69.0658,0.6368,0.3348,0.3108,0.6002,0.1493,0.0614,0.2893,0.2946,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,602.8648,612.0342,881.1331,0.2876,0.2920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:39,T19BR001NP21,1,AOI-03,11067785,10.80,8,0.424473,0.540545,0.758197,0.785624,0.744977,230.4602,121.1674,10.2118,224.6676,434.0507,64.0997,150.0198,61.8872,793.0718,605.1476,617.1053,867.3832,69.1049,0.6369,0.3349,0.3108,0.6005,0.1493,0.0616,0.2896,0.2953,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,607.9034,618.6072,881.7422,0.2883,0.2934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:40,T19BR001NP21,1,AOI-03,11067785,11.20,8,0.426776,0.540545,0.762346,0.789879,0.748025,231.9679,121.9722,10.2541,225.9125,436.2781,64.4069,150.6278,62.1646,796.2976,608.5082,620.4149,870.9586,69.0870,0.6369,0.3349,0.3109,0.6004,0.1493,0.0616,0.2898,0.2955,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,610.6560,621.6394,882.0918,0.2888,0.2940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021/03/30,16:32:41,T19BR001NP21,1,AOI-03,11067785,11.60,8,0.431423,0.540545,0.770178,0.798478,0.754436,234.4436,123.2710,10.3411,228.4083,441.0666,65.0823,151.9287,62.8077,803.1341,614.7806,627.1454,878.5576,69.0836,0.6370,0.3349,0.3109,0.6005,0.1493,0.0617,0.2899,0.2958,238.7001,447.3818,807.4307,14.4000,13.2000,12.8000,615.6275,627.7268,882.8542,0.2895,0.2952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
